id,url,date_posted,photos,locality,street,property_type,rooms,area_m2,owner_direct,price_total_zl,price_per_m2_zl,city
o,https://adresowo.pl/o/mieszkanie-gdansk-zaspa-2-pokojowe-45-m2-r7z2o5,ponad tydzień temu,16,Gdańsk Zaspa,,Apartment,2,45,Bez pośredników,895000,19889,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-przymorze-ul-chlopska-2-pokojowe-p0y1x5,ponad tydzień temu,11,Gdańsk Przymorze,ul. Chłopska,Apartment,2,43,Bez pośredników,690000,16047,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-oksywie-ul-benislawskiego-3-pokojowe-s5w9t3,ponad tydzień temu,9,Gdynia Oksywie,ul. Benisławskiego,Apartment,3,53,Bez pośredników,480000,9108,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdynia-redlowo-3-pokojowe-93-m2-a1e5c4,ponad tydzień temu,7,Gdynia Redłowo,,Apartment,3,94,Oferta biura nieruchomości,1438509,15369,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdynia-chwarzno-wiczlino-2-pokojowe-37-m2-s4h5r4,ponad tydzień temu,10,Gdynia Chwarzno-Wiczlino,,Apartment,2,37,Oferta biura nieruchomości,422670,11356,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdansk-letnica-ul-starowiejska-2-pokojowe-k0i0m8,ponad tydzień temu,20,Gdańsk Letnica,ul. Starowiejska,Apartment,2,47,Bez pośredników,849000,18211,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-suchanino-ul-macieja-kamienskiego-2-pokojowe-w3b5i4,ponad tydzień temu,8,Gdańsk Suchanino,ul. Macieja Kamieńskiego,Apartment,2,31,Bez pośredników,485000,15645,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-przymorze-al-rzeczypospolitej-2-pokojowe-g6g2r8,ponad tydzień temu,14,Gdańsk Przymorze,al. Rzeczypospolitej,Apartment,2,31,Bez pośredników,689000,22154,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-chwarzno-wiczlino-3-pokojowe-64-m2-b9t7l8,ponad tydzień temu,9,Gdynia Chwarzno-Wiczlino,,Apartment,3,65,Oferta biura nieruchomości,722360,11156,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdynia-chwarzno-wiczlino-2-pokojowe-44-m2-z7s0u3,ponad tydzień temu,15,Gdynia Chwarzno-Wiczlino,,Apartment,2,45,Oferta biura nieruchomości,436465,9806,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdansk-przymorze-ul-boleslawa-krzywoustego-2-pokojowe-d6w4c9,ponad tydzień temu,7,Gdańsk Przymorze,ul. Bolesława Krzywoustego,Apartment,2,52,Bez pośredników,625000,12019,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-przymorze-ul-prezydenta-lecha-kaczynskiego-3-pokojowe-m2q3m4,ponad tydzień temu,9,Gdańsk Przymorze,ul. Prezydenta Lecha Kaczyńskiego,Apartment,3,54,Bez pośredników,729000,13500,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-wrzeszcz-al-gen-jozefa-hallera-2-pokojowe-n4b2n6,ponad tydzień temu,19,Gdańsk Wrzeszcz,al. gen. Józefa Hallera,Apartment,2,42,Bez pośredników,960000,22749,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-oliwa-ul-jozefa-czyzewskiego-1-pokoj-f4j1e0,ponad tydzień temu,21,Gdańsk Oliwa,ul. Józefa Czyżewskiego,Apartment,1,30,Oferta biura nieruchomości,754290,25500,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-przymorze-ul-chlopska-2-pokojowe-y7s8f7,ponad tydzień temu,10,Gdańsk Przymorze,ul. Chłopska,Apartment,2,45,Oferta biura nieruchomości,600000,13333,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-pogorze-ul-wiceadmirala-kazimierza-porebskiego-2-pokojowe-y0f6y2,ponad tydzień temu,9,Gdynia Pogórze,ul. Wiceadmirała Kazimierza Porębskiego,Apartment,2,32,Bez pośredników,449000,14031,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdynia-srodmiescie-ul-sw-piotra-2-pokojowe-a9s3p1,ponad tydzień temu,7,Gdynia Śródmieście,ul. św. Piotra,Apartment,2,43,Bez pośredników,940000,22102,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdansk-przymorze-ul-olsztynska-2-pokojowe-z6j8s9,ponad tydzień temu,15,Gdańsk Przymorze,ul. Olsztyńska,Apartment,2,46,Bez pośredników,937280,20200,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-oliwa-ul-artura-grottgera-2-pokojowe-e3x4v8,ponad tydzień temu,18,Gdańsk Oliwa,ul. Artura Grottgera,Apartment,2,48,Oferta biura nieruchomości,650000,13485,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-wielki-kack-ul-buraczana-1-pokoj-l1x9o4,ponad tydzień temu,23,Gdynia Wielki Kack,ul. Buraczana,Apartment,1,38,Oferta biura nieruchomości,769000,20237,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdansk-wrzeszcz-ul-joachima-lelewela-1-pokoj-k6c7t4,ponad tydzień temu,20,Gdańsk Wrzeszcz,ul. Joachima Lelewela,Apartment,1,32,Bez pośredników,849000,26334,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-wrzeszcz-ul-juliusza-slowackiego-2-pokojowe-v1c1g5,ponad tydzień temu,11,Gdańsk Wrzeszcz,ul. Juliusza Słowackiego,Apartment,2,50,Bez pośredników,895000,17900,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-srodmiescie-ul-zwirki-i-wigury-1-pokoj-d6w9y5,ponad tydzień temu,9,Gdynia Śródmieście,ul. Żwirki i Wigury,Apartment,1,33,Bez pośredników,479000,14515,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdansk-siedlce-3-pokojowe-52-m2-t4s0e1,ponad tydzień temu,5,Gdańsk Siedlce,,Apartment,3,53,Oferta biura nieruchomości,778800,14750,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-przymorze-ul-prezydenta-lecha-kaczynskiego-2-pokojowe-v8n2z9,ponad tydzień temu,8,Gdańsk Przymorze,ul. Prezydenta Lecha Kaczyńskiego,Apartment,2,27,Oferta biura nieruchomości,520000,19259,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-pustki-cisowskie-ul-modrzewiowa-3-pokojowe-v6t2q0,ponad tydzień temu,19,Gdynia Pustki Cisowskie,ul. Modrzewiowa,Apartment,3,71,Bez pośredników,950000,13313,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdansk-zabianka-ul-pomorska-3-pokojowe-f6d8i4,ponad tydzień temu,7,Gdańsk Żabianka,ul. Pomorska,Apartment,3,58,Bez pośredników,820000,14138,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-chwarzno-wiczlino-ul-janki-bryla-2-pokojowe-h1l9a4,ponad tydzień temu,8,Gdynia Chwarzno-Wiczlino,ul. Janki Bryla,Apartment,2,52,Bez pośredników,685000,13173,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdansk-letnica-2-pokojowe-43-m2-t4p2h4,ponad tydzień temu,16,Gdańsk Letnica,,Apartment,2,44,Oferta biura nieruchomości,699000,16014,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-letnica-ul-starowiejska-2-pokojowe-f4a4a6,ponad tydzień temu,10,Gdańsk Letnica,ul. Starowiejska,Apartment,2,48,Oferta biura nieruchomości,950000,19792,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-witomino-ul-kielecka-2-pokojowe-d2v7w9,ponad tydzień temu,9,Gdynia Witomino,ul. Kielecka,Apartment,2,45,Bez pośredników,575000,12778,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdansk-zaspa-ul-dywizjonu-303-2-pokojowe-y2p7d3,ponad tydzień temu,13,Gdańsk Zaspa,ul. Dywizjonu 303,Apartment,2,49,Bez pośredników,670000,13701,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-zaroslak-ul-spadzista-2-pokojowe-m5y9u4,ponad tydzień temu,8,Gdańsk Zaroślak,ul. Spadzista,Apartment,2,32,Bez pośredników,365000,11406,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-zaspa-al-jana-pawla-ii-4-pokojowe-n3x2k4,ponad tydzień temu,35,Gdańsk Zaspa,al. Jana Pawła II,Apartment,4,74,Oferta biura nieruchomości,1248000,16865,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-przymorze-ul-leborska-4-pokojowe-x5y2r1,ponad tydzień temu,13,Gdańsk Przymorze,ul. Lęborska,Apartment,4,69,Oferta biura nieruchomości,850000,12301,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-jasien-ul-turzycowa-3-pokojowe-q1v8b5,ponad tydzień temu,13,Gdańsk Jasień,ul. Turzycowa,Apartment,3,65,Bez pośredników,818000,12490,Gdańsk
o,https://adresowo.pl/o/mieszkanie-sopot-kamienny-potok-ul-kujawska-2-pokojowe-m6k3e7,ponad tydzień temu,13,Sopot Kamienny Potok,ul. Kujawska,Apartment,2,34,Bez pośredników,559000,16250,Sopot
o,https://adresowo.pl/o/mieszkanie-gdynia-srodmiescie-ul-wojta-radtkego-3-pokojowe-q8x1m5,ponad tydzień temu,6,Gdynia Śródmieście,ul. Wójta Radtkego,Apartment,3,46,Bez pośredników,720000,15504,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdansk-srodmiescie-ul-lakowa-1-pokoj-b1p2s9,ponad tydzień temu,21,Gdańsk Śródmieście,ul. Łąkowa,Apartment,1,33,Oferta biura nieruchomości,842009,25900,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-ul-sienna-grobla-3-pokojowe-w0v5j6,ponad tydzień temu,15,Gdańsk,ul. Sienna Grobla,Apartment,3,74,Oferta biura nieruchomości,1690000,22838,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-chylonia-ul-gniewska-2-pokojowe-e6i2f4,ponad tydzień temu,8,Gdynia Chylonia,ul. Gniewska,Apartment,2,45,Bez pośredników,479000,10644,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdansk-stare-miasto-ul-grobla-iii-2-pokojowe-c4w1p4,ponad tydzień temu,15,Gdańsk Stare Miasto,ul. Grobla III,Apartment,2,55,Bez pośredników,970000,17484,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-jasien-ul-potegowska-3-pokojowe-k5t6d2,ponad tydzień temu,16,Gdańsk Jasień,ul. Potęgowska,Apartment,3,51,Bez pośredników,549000,10782,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-oliwa-ul-sambora-5-pokojowe-y3w6s6,ponad tydzień temu,12,Gdańsk Oliwa,ul. Sambora,Apartment,5,120,Oferta biura nieruchomości,1200000,10000,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-brzezno-2-pokojowe-56-m2-e6l9a2,ponad tydzień temu,9,Gdańsk Brzeźno,,Apartment,2,57,Oferta biura nieruchomości,719000,12726,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-zaspa-ul-pilotow-4-pokojowe-y3v6s7,ponad tydzień temu,17,Gdańsk Zaspa,ul. Pilotów,Apartment,4,67,Bez pośredników,890000,13343,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-chylonia-ul-swarzewska-3-pokojowe-y1t1y1,ponad tydzień temu,8,Gdynia Chylonia,ul. Swarzewska,Apartment,3,53,Bez pośredników,503500,9482,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdansk-przymorze-ul-slaska-3-pokojowe-c3q5r1,ponad tydzień temu,8,Gdańsk Przymorze,ul. Śląska,Apartment,3,50,Bez pośredników,785000,15700,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-oliwa-ul-cystersow-4-pokojowe-i3u5c1,ponad tydzień temu,16,Gdańsk Oliwa,ul. Cystersów,Apartment,4,104,Oferta biura nieruchomości,1199000,11529,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-srodmiescie-ul-partyzantow-2-pokojowe-e0c8b0,ponad tydzień temu,14,Gdynia Śródmieście,ul. Partyzantów,Apartment,2,40,Oferta biura nieruchomości,923099,22900,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdynia-chwarzno-wiczlino-ul-gen-mariusza-zaruskiego-4-pokojowe-t7v9o0,ponad tydzień temu,14,Gdynia Chwarzno-Wiczlino,ul. gen. Mariusza Zaruskiego,Apartment,4,84,Bez pośredników,1230000,14643,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdansk-lostowice-ul-przemyska-1-pokoj-p0a2t9,ponad tydzień temu,8,Gdańsk Łostowice,ul. Przemyska,Apartment,1,32,Bez pośredników,420000,13125,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-morena-ul-stanislawa-lema-2-pokojowe-o4d5o7,ponad tydzień temu,7,Gdańsk Morena,ul. Stanisława Lema,Apartment,2,36,Bez pośredników,650000,18056,Gdańsk
o,https://adresowo.pl/o/mieszkanie-sopot-al-niepodleglosci-2-pokojowe-h8g5q4,ponad tydzień temu,27,Sopot,al. Niepodległości,Apartment,2,66,Oferta biura nieruchomości,899000,13694,Sopot
o,https://adresowo.pl/o/mieszkanie-gdansk-aniolki-ul-walowa-2-pokojowe-s8s9k8,ponad tydzień temu,17,Gdańsk Aniołki,ul. Wałowa,Apartment,2,54,Oferta biura nieruchomości,1075000,19922,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-chelm-ul-ptasia-2-pokojowe-r8p8m0,ponad miesiąc temu,9,Gdańsk Chełm,ul. Ptasia,Apartment,2,39,Bez pośredników,564900,14396,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-jasien-ul-potegowska-2-pokojowe-o9y2s5,ponad tydzień temu,11,Gdańsk Jasień,ul. Potęgowska,Apartment,2,41,Bez pośredników,570000,13902,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-wrzeszcz-al-gen-jozefa-hallera-3-pokojowe-a5z5j8,ponad tydzień temu,7,Gdańsk Wrzeszcz,al. gen. Józefa Hallera,Apartment,3,68,Bez pośredników,1599999,23529,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-wielki-kack-ul-gryfa-pomorskiego-3-pokojowe-m3j2v2,ponad tydzień temu,6,Gdynia Wielki Kack,ul. Gryfa Pomorskiego,Apartment,3,80,Bez pośredników,899000,11238,Gdynia
,,,,,,Apartment,,,Pośrednik,,,
,,,,,,Apartment,,,Pośrednik,,,
o,https://adresowo.pl/o/mieszkanie-gdansk-dlugie-ogrody-ul-elblaska-4-pokojowe-t0u0w4,ponad tydzień temu,15,Gdańsk Długie Ogrody,ul. Elbląska,Apartment,4,74,Oferta biura nieruchomości,769000,10372,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-karwiny-ul-stanislawy-fleszarowej-muskat-3-pokojowe-s4q8k0,ponad tydzień temu,18,Gdynia Karwiny,ul. Stanisławy Fleszarowej-Muskat,Apartment,3,77,Oferta biura nieruchomości,1250000,16253,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdansk-siedlce-ul-kartuska-2-pokojowe-g7g2s3,ponad tydzień temu,8,Gdańsk Siedlce,ul. Kartuska,Apartment,2,46,Bez pośredników,669000,14543,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-srodmiescie-ul-antoniego-abrahama-3-pokojowe-q8m0b9,ponad tydzień temu,13,Gdynia Śródmieście,ul. Antoniego Abrahama,Apartment,3,57,Bez pośredników,855000,14875,Gdynia
,,,,,,Apartment,,,Pośrednik,,,
,,,,,,Apartment,,,Pośrednik,,,
o,https://adresowo.pl/o/mieszkanie-gdynia-chylonia-ul-starogardzka-3-pokojowe-g9b5q7,ponad tydzień temu,14,Gdynia Chylonia,ul. Starogardzka,Apartment,3,49,Bez pośredników,579999,11837,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdansk-srodmiescie-ul-lakowa-2-pokojowe-w1l4m5,ponad tydzień temu,15,Gdańsk Śródmieście,ul. Łąkowa,Apartment,2,54,Oferta biura nieruchomości,1099000,20236,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-zaspa-al-jana-pawla-ii-4-pokojowe-c6e7z9,ponad tydzień temu,22,Gdańsk Zaspa,al. Jana Pawła II,Apartment,4,74,Oferta biura nieruchomości,1399000,18931,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-morena-2-pokojowe-34-m2-s0a2a1,ponad tydzień temu,8,Gdańsk Morena,,Apartment,2,34,Bez pośredników,585000,17206,Gdańsk
,,,,,,Apartment,,,Pośrednik,,,
,,,,,,Apartment,,,Pośrednik,,,
o,https://adresowo.pl/o/mieszkanie-gdansk-wrzeszcz-ul-jesionowa-2-pokojowe-n6u9m9,ponad tydzień temu,6,Gdańsk Wrzeszcz,ul. Jesionowa,Apartment,2,37,Bez pośredników,730000,19891,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-lostowice-ul-niepolomicka-2-pokojowe-f9c4y9,ponad tydzień temu,10,Gdańsk Łostowice,ul. Niepołomicka,Apartment,2,41,Bez pośredników,599000,14610,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-brzezno-ul-brzeznienska-2-pokojowe-e6t2k0,ponad tydzień temu,20,Gdańsk Brzeźno,ul. Brzeźnieńska,Apartment,2,64,Oferta biura nieruchomości,1499000,23305,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-srodmiescie-ul-partyzantow-3-pokojowe-a9u1d4,ponad tydzień temu,12,Gdynia Śródmieście,ul. Partyzantów,Apartment,3,58,Oferta biura nieruchomości,1333009,22900,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdansk-wyspa-sobieszewska-ul-nadwislanska-2-pokojowe-a5y7m8,ponad tydzień temu,17,Gdańsk Wyspa Sobieszewska,ul. Nadwiślańska,Apartment,2,32,Bez pośredników,770000,24063,Gdańsk
,,,,,,Apartment,,,Pośrednik,,,
,,,,,,Apartment,,,Pośrednik,,,
o,https://adresowo.pl/o/mieszkanie-gdansk-zabianka-ul-pomorska-2-pokojowe-x3t4h6,ponad tydzień temu,8,Gdańsk Żabianka,ul. Pomorska,Apartment,2,37,Bez pośredników,650000,17808,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-jasien-ul-potegowska-3-pokojowe-p9k8r2,ponad tydzień temu,8,Gdańsk Jasień,ul. Potęgowska,Apartment,3,80,Bez pośredników,870000,10900,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-ul-wzgorze-bernadowo-4-pokojowe-r6g7k7,ponad tydzień temu,28,Gdynia,ul. Wzgórze Bernadowo,Apartment,4,122,Oferta biura nieruchomości,1999000,16345,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdansk-srodmiescie-ul-szafarnia-4-pokojowe-z3o2i0,ponad tydzień temu,20,Gdańsk Śródmieście,ul. Szafarnia,Apartment,4,108,Oferta biura nieruchomości,1899000,17518,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-chwarzno-wiczlino-ul-czeslawa-niemena-3-pokojowe-z1a3n3,ponad tydzień temu,25,Gdynia Chwarzno-Wiczlino,ul. Czesława Niemena,Apartment,3,66,Bez pośredników,1150000,17424,Gdynia
,,,,,,Apartment,,,Pośrednik,,,
,,,,,,Apartment,,,Pośrednik,,,
o,https://adresowo.pl/o/mieszkanie-gdansk-letnica-ul-letnicka-3-pokojowe-z9b1b4,ponad tydzień temu,7,Gdańsk Letnica,ul. Letnicka,Apartment,3,56,Bez pośredników,970000,17477,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-oliwa-ul-wita-stwosza-2-pokojowe-y5p3u1,ponad tydzień temu,11,Gdańsk Oliwa,ul. Wita Stwosza,Apartment,2,43,Bez pośredników,630000,14824,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-chwarzno-wiczlino-ul-gen-mariusza-zaruskiego-2-pokojowe-t7a9t5,ponad tydzień temu,18,Gdynia Chwarzno-Wiczlino,ul. gen. Mariusza Zaruskiego,Apartment,2,42,Oferta biura nieruchomości,555000,13167,Gdynia
o,https://adresowo.pl/o/mieszkanie-sopot-ul-gen-kazimierza-pulaskiego-1-pokoj-e5r5n7,ponad tydzień temu,7,Sopot,ul. gen. Kazimierza Pułaskiego,Apartment,1,34,Oferta biura nieruchomości,899000,26441,Sopot
o,https://adresowo.pl/o/mieszkanie-gdansk-srodmiescie-ul-mariana-seredynskiego-1-pokoj-t6c5a7,ponad tydzień temu,13,Gdańsk Śródmieście,ul. Mariana Seredyńskiego,Apartment,1,31,Bez pośredników,479000,15452,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-redlowo-2-pokojowe-53-m2-d2l5x5,ponad tydzień temu,11,Gdynia Redłowo,,Apartment,2,53,Bez pośredników,599999,11321,Gdynia
,,,,,,Apartment,,,Pośrednik,,,
,,,,,,Apartment,,,Pośrednik,,,
o,https://adresowo.pl/o/mieszkanie-gdansk-jasien-ul-kazimierza-leskiego-1-pokoj-z3h9v5,ponad tydzień temu,15,Gdańsk Jasień,ul. Kazimierza Leskiego,Apartment,1,30,Bez pośredników,425000,14167,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-zaspa-ul-startowa-3-pokojowe-x9k6d9,ponad tydzień temu,9,Gdańsk Zaspa,ul. Startowa,Apartment,3,68,Oferta biura nieruchomości,939000,13809,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-dabrowa-ul-szafranowa-2-pokojowe-k8z7a6,ponad tydzień temu,15,Gdynia Dąbrowa,ul. Szafranowa,Apartment,2,41,Oferta biura nieruchomości,449000,10925,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdynia-witomino-ul-konwaliowa-3-pokojowe-v7j0u9,ponad tydzień temu,9,Gdynia Witomino,ul. Konwaliowa,Apartment,3,53,Bez pośredników,579000,10925,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdansk-przymorze-ul-kolobrzeska-1-pokoj-m7h4a1,ponad tydzień temu,10,Gdańsk Przymorze,ul. Kołobrzeska,Apartment,1,32,Bez pośredników,539000,16950,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-orunia-gorna-ul-rowna-3-pokojowe-g4y3q1,ponad tydzień temu,9,Gdańsk Orunia Górna,ul. Równa,Apartment,3,70,Bez pośredników,680000,9714,Gdańsk
,,,,,,Apartment,,,Pośrednik,,,
,,,,,,Apartment,,,Pośrednik,,,
o,https://adresowo.pl/o/mieszkanie-sopot-ul-krola-jana-kazimierza-1-pokoj-s0w6w4,ponad tydzień temu,20,Sopot,ul. Króla Jana Kazimierza,Apartment,1,39,Oferta biura nieruchomości,750000,19133,Sopot
o,https://adresowo.pl/o/mieszkanie-gdynia-witomino-ul-widna-2-pokojowe-s4d7z6,ponad tydzień temu,14,Gdynia Witomino,ul. Widna,Apartment,2,35,Oferta biura nieruchomości,409000,11686,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdansk-srodmiescie-ul-chlebnicka-2-pokojowe-v3f3e2,ponad tydzień temu,8,Gdańsk Śródmieście,ul. Chlebnicka,Apartment,2,55,Bez pośredników,980000,17982,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-suchanino-ul-niccola-paganiniego-3-pokojowe-n4n5f5,ponad tydzień temu,20,Gdańsk Suchanino,ul. Niccola Paganiniego,Apartment,3,55,Bez pośredników,670000,12149,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-chylonia-ul-swiecka-2-pokojowe-i4n0o2,ponad tydzień temu,8,Gdynia Chylonia,ul. Świecka,Apartment,2,46,Bez pośredników,425000,9239,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdansk-srodmiescie-ul-lagiewniki-2-pokojowe-o8d4d7,ponad tydzień temu,12,Gdańsk Śródmieście,ul. Łagiewniki,Apartment,2,52,Oferta biura nieruchomości,759000,14681,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-chelm-ul-rogalinska-2-pokojowe-e7w8t2,ponad tydzień temu,8,Gdańsk Chełm,ul. Rogalińska,Apartment,2,48,Oferta biura nieruchomości,640000,13333,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-chylonia-ul-ludwika-zamenhofa-3-pokojowe-m4u0k4,ponad tydzień temu,7,Gdynia Chylonia,ul. Ludwika Zamenhofa,Apartment,3,46,Bez pośredników,535000,11630,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdansk-jasien-ul-leszczynowa-2-pokojowe-w2x3t9,ponad tydzień temu,13,Gdańsk Jasień,ul. Leszczynowa,Apartment,2,47,Bez pośredników,599000,12664,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-brzezno-ul-lozy-2-pokojowe-f4a6z7,ponad tydzień temu,9,Gdańsk Brzeźno,ul. Łozy,Apartment,2,46,Bez pośredników,630000,13696,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-zabianka-ul-sztormowa-3-pokojowe-w3l1g9,ponad tydzień temu,19,Gdańsk Żabianka,ul. Sztormowa,Apartment,3,58,Oferta biura nieruchomości,779000,13480,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-dzialki-lesne-ul-szczecinska-2-pokojowe-w0y5u4,ponad tydzień temu,8,Gdynia Działki Leśne,ul. Szczecińska,Apartment,2,42,Oferta biura nieruchomości,550000,12950,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdansk-lostowice-ul-hokejowa-2-pokojowe-s2q1m1,ponad tydzień temu,8,Gdańsk Łostowice,ul. Hokejowa,Apartment,2,30,Bez pośredników,449000,14967,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-maly-kack-ul-strzelcow-3-pokojowe-h2p9r7,ponad tydzień temu,8,Gdynia Mały Kack,ul. Strzelców,Apartment,3,65,Bez pośredników,940000,14462,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdynia-srodmiescie-ul-antoniego-abrahama-3-pokojowe-i8k6i4,ponad tydzień temu,14,Gdynia Śródmieście,ul. Antoniego Abrahama,Apartment,3,83,Bez pośredników,1500000,18072,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdansk-przymorze-ul-czarny-dwor-3-pokojowe-k7x8j2,ponad tydzień temu,14,Gdańsk Przymorze,ul. Czarny Dwór,Apartment,3,65,Oferta biura nieruchomości,1485000,22846,Gdańsk
o,https://adresowo.pl/o/mieszkanie-sopot-3-pokojowe-73-m2-q4k9m6,ponad tydzień temu,23,Sopot,,Apartment,3,74,Oferta biura nieruchomości,1599000,21643,Sopot
o,https://adresowo.pl/o/mieszkanie-gdynia-srodmiescie-ul-antoniego-abrahama-2-pokojowe-l5p4w6,ponad tydzień temu,15,Gdynia Śródmieście,ul. Antoniego Abrahama,Apartment,2,40,Bez pośredników,569000,14232,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdynia-pogorze-ul-zeliwna-3-pokojowe-w7q7p4,ponad tydzień temu,18,Gdynia Pogórze,ul. Żeliwna,Apartment,3,64,Bez pośredników,525000,8203,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdansk-orunia-gorna-ul-dywizji-wolynskiej-3-pokojowe-h6n3b7,ponad tydzień temu,17,Gdańsk Orunia Górna,ul. Dywizji Wołyńskiej,Apartment,3,67,Bez pośredników,799000,11925,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-brzezno-ul-lozy-4-pokojowe-m4m8e6,ponad tydzień temu,17,Gdańsk Brzeźno,ul. Łozy,Apartment,4,71,Oferta biura nieruchomości,1199000,16952,Gdańsk
